Crop,Problem,State,Ans1,Ans2,Ans3,Ans4,Ans5,Time,Crop_w_score
Capsicum,caterpillar,HIMACHAL PRADESH,to control caterpillar in sweet papper (shimla mirch) spray Ekalux 800mlacre  with 120 litter water,TOBACCO CATERPILLAR IN CABBAGERECOMMENDED TO SPRAY THIODICARB 75 WP (LARVIN) 2 GRAM1 LITER OF WATER,THE CONTROL OF caterpillar IN CHILLI(MIRCH) CROP spray malathian 50EC 400mlacre100 litter water,Control leaf caterpillar in capsicum is spray Deltamethelin 28EC(Desishi)  1 mllitre of water,Control leaf caterpillar in capsicum is spray Deltamethelin 28EC(Desishi)  1 mllitre of water,5.842906,0.0006594797365951864
Capsicum,fruit borer,KARNATAKA,Attack of Fruit Borer ON CAPSICUM  Spray Avant 10 ml15 Lit of Water(Indoxacarb 158 EC) Dupont India,Control fruit borer in capsicum is spray Deltamethelin 28EC(Desishi)  1 mllitre of water,Thiodicarb 75  WP  2 gram  litar pani  folic acid 2 ml  litar pani me gholkar spre kare,control of fruit borer in capsicum cropspray 75 gm spynoshed in 120 liter water acre,Quinalphos 25 EC  6001200 ml acre 150200 liter paani me ghoal  bna kar spray kare,9.447519999999999,0.0006594797365951864
Cardamom,mosaic,MADHYA PRADESH,Spray with dimethoate (or) Methyl dematan (or) Phosphomidon to kill the vector,Spray with dimethoate (or) Methyl dematan (or) Phosphomidon to kill the vector,Spray with dimethoate (or) Methyl dematan (or) Phosphomidon to kill the vector,remove the plant as soon as possiblecardomom research station 04868236263,Methyl demeton 25 EC  or neem oil  3mllit,0.534558,4.1402485477347695e-05
Cardamom,leaf spot,MAHARASHTRA,Spraying the plants with mancozeb 025 per cent  is effective in controlling the disease,RECOMMENDED FOR SPRAY   COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER,RECOMMENDED FOR SPRAY   PSEUDMONAS FLUORESCENS  5 GM  1 LIT OF WATER,RECOMMENDED TO SPRAY MANCOZEB  500600 GRAMS  PER ACRE,Spray dimethomorph 1 gram per litre of water,0.684933,4.1402485477347695e-05
Cardamom,Damping off,KERALA,SUGGESTED TO SPRAY BLITOX  2GMLT OF WATER ALL OVER THE PLANT,recommended to apply coc 2gmlit,No answer,No answer,No answer,0.7468279999999999,4.1402485477347695e-05
Cardamom,rhizome rot,KARNATAKA,Recommended for drenching with carbendazim 2 gram litre of water,           2    1       25   1      15    2   ,apply bordeaux mixture,No answer,No answer,0.76149,4.1402485477347695e-05
Cardamom,Leaf blight,KERALA,Three sprays with carbendazim 01 (or) Mancozab 02 (or) copper oxychloride 025 at 30 days interval,kisan bhaiCarbendazim 12  Mancozeb 63 WP 300 GRAMACRE 200 LITER PAANI KI DAR SE SPRAY KARE,recommended to spray CARBENDAZIM 50 WP 2 gram per litre water,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER ,RECOMMENDED FOR SPRAY TRICHODARMA VIRIDE  5 GM  LIT OF WATER,0.760813,4.1402485477347695e-05
Carnation,white fly,MAHARASHTRA,RECOMENDED TO SPRAY CHLOROPYRIPHOS 20EC 2MLLITER WATER TO CONTROLL WHITE FLY PEST IN CARNATION,Spray super confidor 10 ml 15 liter water(Imida 178 sl)Bayer,Sprey Record 10 gm or Pride 10 gm  15 lit of water,No answer,No answer,0.444457,1.628017073307256e-05
Carnation,aphid,HIMACHAL PRADESH,Aphid in mustardSpray chloropyriphos  malathion  imidachloropid  1 ml in 3 litre of water,RECOMENDED TO SPRAY DIMETHOATE (ROGOR) 2MLLITER WATER TO CONTROLL APHIDS IN CARNATION,Recommended for Aphids CONTROL IN CARANATION  spray Dimethoate 2ml  litre of water,control aphid of carnation is spray omait  1ml 2 litre of water,recommended to spray dimethoate rogar 2 ml per litre water,0.377303,1.628017073307256e-05
Carnation,aphid,JHARKAND,Aphid in mustardSpray chloropyriphos  malathion  imidachloropid  1 ml in 3 litre of water,RECOMENDED TO SPRAY DIMETHOATE (ROGOR) 2MLLITER WATER TO CONTROLL APHIDS IN CARNATION,Recommended for Aphids CONTROL IN CARANATION  spray Dimethoate 2ml  litre of water,control aphid of carnation is spray omait  1ml 2 litre of water,recommended to spray dimethoate rogar 2 ml per litre water,0.3651,1.628017073307256e-05
Carnation,fungus,HIMACHAL PRADESH,Carbendazim 12  Mancozeb 63 WP400 gmacre 200liter pani me,spray with bavistin  15 gm 30 litre of water ,Carbendazim 12  Mancozeb 63 WP400 gmacre,spray admire 4 gm15 lit water,No answer,0.37456500000000004,1.628017073307256e-05
Carnation,beetle,JAMMU AND KASHMIR,No answer,No answer,No answer,No answer,No answer,0.384302,0.0
Carrot,Damping off,RAJASTHAN,RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER,SPRAY CARBENDAZIM 50 WP  1 GM  LITRE PANI ME GHOL KAR JAR KE PAS,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER,SPRAY THIOPHANATE METHYL 70 WP  1 GM  LITTER OF WATER,SPRAY THIOPHANATE METHYL 70 WP  1 GM  LITTER OF WATER,2.542504,0.00018124497767168892
Carrot,Downy mildew,HARYANA,RECOMMENDED TO SPRAY RIDOMIL 25 ML PER LITRE WATER,Go for spray with tilt 1mllitr,carathane 400 mlac,kerathane 2glit,No answer,2.737375,0.00018124497767168892
Carrot,cottony rot,TELANGANA,No answer,No answer,No answer,No answer,No answer,2.560205,0.0
Carrot,leaf blight,ODISHA,ASKED FORCARROT LEAF BLIGHT RECOMMENDED SPRAY CARBENDIZIM 1GLT OF WATER,RECOMMENDED FOR SPRAY OF  COPPER OXYCHLORIDE 50  WP  4 GM LIT OF WATER, SPRAY CYMOXANIL 8   MENCOZEB 64 (72 WP)  25 GM  LIT OF WATER ,Recommended for spray copper hydroxide 2 gram litre of water,RECOMMENDED FOR SPRAY  MANCOZEB 75 WP  25 GM  LIT OF WATER,2.5363900000000004,0.00018124497767168892
Carrot,black rot,PUNJAB,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION,USEBAVISTIN 200GM PER BIGHA GIVE IN ROOT WITH IRRIATION,APPLIED BAVISTEN 250 GM BIGHA  WITH IRRIGATION WATER,2.181653,0.00018124497767168892
Cashew,aphid,ANDHRA PRADESH,aphids in cashew nutspray thiomethoxam5gm15 lit and rogor2mllit of water alternatively,RECOMMENDED TO SPRAY ROGOR 2ML LIT WATER FOR CONTROL OF APHID PEST IN CASHEW,RECOMMENDED TO SPRAY ROGOR 2ML LIT WATER FOR CONTROL OF APHID PEST IN CASHEW,SPRAY NUVAN 20 ML BAVISTIN 30 GRAM   15 LITERS OF WATER ( Dichlorvos 76 EC),RECOMMENDED TO SPRAY DIMETHOATE 30EC(ROGOR)2ML1 LITRE WATER TO CONTROL,0.596463,7.692285798586965e-05
Cashew,caterpillar,WEST BENGAL,SPRAY CHLOROPYRIPHOS  2 ML  1 LITER OF WATER FOR CONTROLLING LEAF EATING CATERPILLAR IN CASHEW NUT,Shoot caterpillar IN CASHEWRECOMMENDED FOR  controlled by spraying Profemophos 50 EC  2 mllit,SPRAY QUINALPHOS 2 ML IN 1  LITRE OF WATER FOR LEAF EATING CATTERPILLAR IN CASHEW NUT,CATERPILLAR  SPRAY MONOCROTOPHOS 36SL OR CHLOROPYRIPHOS 20 EC 2ML PER LITRE OF WATER,spray malathion  2ml1lit water for Inflorescence caterpillar in cashew plant,0.8420620000000001,7.692285798586965e-05
Cashew,anthracnose,ODISHA,1 BORDO SOLLUTION   1 KG COPPER SULPHATE  50 LITRES OF WATER AND 1 KG LIME  50 LITRES OF WATER,SPRAY COPPER OXYCHLORIDE 2 GRAM IN 1 LITRE WATER FOR ANTHRACNOSE IN CASHEW PLANT,recommended for the spray of mancozeb at the rate of 2 gram in 1 litre of water,RECOMMENDED TO SPRAY CARBENDAZIM   200  GRAMS  200 LITRES OF WATER ACRE,SPRAY COPPER OXYCHLORIDE 25GM1 LITER OR RIDOMIL 25GM1 LITER OF WATER,0.828134,7.692285798586965e-05
Cashew,powdery mildew,KERALA,RECOMMENDED TO SPRAY DINOCAP(KERATHANE) 200 ML PER ACRE,       08643225304,No answer,No answer,No answer,1.320019,7.692285798586965e-05
Cashew,red rust,TAMILNADU,No answer,No answer,No answer,No answer,No answer,0.926112,0.0
Castor (Rehri Rendi Arandi),green caterpillar,RAJASTHAN,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER,No answer,No answer,No answer,No answer,13.096869,0.0006867651509473523
Castor (Rehri Rendi Arandi),blight,RAJASTHAN,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER  SPRAY OF HEXACONAZOLE 5 EC 2 ML PER LITER WATER,RECOMMENDED TO SPRAY CARBENDAZIM  MANCOZEB  400 GRAMS  IN 200 LITRES OF WATER ACRE ,SPRAY OF DIMETHOATE 30 EC 2ML   CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER,2 GRAM STRAPTROCYCLINE  45 GRAM COPPEROXCICLORIED PER 16 LITER TANKI WATER SPREY,2 GRAM STRAPTROCYCLINE  45 GRAM COPPEROXCICLORIED PER 16 LITER TANKI WATER SPREY,3.327577,0.0006867651509473523
Castor (Rehri Rendi Arandi),termite,RAJASTHAN,          (  )                                                                                    ,I suggested to give chloropyriphos 4 lit ha with irrigation for  termites in castor,Suggested Chlorpyrifos 20 EC 30 mlpump drenching or 250 mlvigha water treatment,Suggested Chlorpyrifos 20 EC 30 mlpump drenching or 250 mlvigha water treatment,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE,3.731379,0.0006867651509473523
Castor (Rehri Rendi Arandi),wilt,GUJARAT,Suggested Carbendazim (Bavistin) 50 WP 30 grampump drenching OR 250 gramvigha water treatment,Suggested Carbendazim (Bavistin) 50 WP 30 grampump drenching OR 250 gramvigha water treatment,Suggested Carbendazim (Bavistin) 50 WP 30 grampump drenching OR 250 gramvigha water treatment,Suggested Carbendazim (Bavistin) 50 WP 30 grampump drenching OR 250 gramvigha water treatment,Suggested Carbendazim (Bavistin) 50 WP 30 grampump drenching OR 250 gramvigha water treatment,2.5113830000000004,0.0006867651509473523
Castor (Rehri Rendi Arandi),white termite,GUJARAT,No answer,No answer,No answer,No answer,No answer,10.196632000000001,0.0
Cauliflower,black rot,ODISHA,Recommended to spray Amister Top  20 ml per 15 litres of water to control black rot in cauliflower ,SPRAY   STREPTAMYCIN   SULPHET AND TETRACYCLIN HYDROXICIDE  91 SP ( 9010 SP)  1 GM  6 LIT OF WATER,Recommended to spray Amister Top  15 ml per 15 lit of water to control black rot in cauliflower ,Spray Streptocyclin  10 gram per 100 litre of water for control of black rot in cauliflower,Two to three sprays of Copper hydroxide (20 gl) or 1  Bordeaux mixture at 15 days intervals,18.287129,0.001618529794325279
Cauliflower,DOWNY MILDEW,WEST BENGAL,Spray Mancozeb 25gram  streptocyclean 1 gram10 liter water for control downey mildew in cauliflower,RECOMMENDED TO SPRAY RIDOMIL GOLD 25 GRAM PER 1 LITRE WATER TO CONTROL DOWNY MILDEW IN CAULIFLOWER,RECOMMENDED TO SPRAY RIDOMIL MZ 25GM1 LITER OF WATER AFTER 10 DAYS SPRAY BORON 4GM1 LITER OF WATER,SPRAY RIDOMIL MZ(METALAXYL 8MANCOZEB 64)40GM15 LITRES WATER TO CONTROL DOWNY MILDEW IN CAULIFLOWER,Spray Ridomil MZ or Indofil M45  25Gram per liter water for control Downey mildew in cauliflower,23.502679,0.001618529794325279
Cauliflower,caterpillar,MAHARASHTRA,RECOMMENDED FOR SPRAY CHLOROPYRIPHOUS 2ML LIT WATER FOR CONTROL OF LEAF CATTERPILLAR IN CAULIFLOWER,RECOMMENDED TO APPLY CHLROPYRIPHOS 20EC 2 ML IN 1 LITRE WATER TO CONTROL CATERPILLER IN CAULIFLOWER,Tobacco caterpillar  IN CAULIFLOWER RECOMMENDED TO SPRAY FLUBENDIAMIDE 20 SP  5 GM PER 15 LTR WATER,FOR CONTROL OF APHID AND CATERPILLAR IN CAULIFLOWER SPRAY 600 ML EKALUX IN 150 LITRE WATER PER ACRE,LEAF EATING CATERPILLAR IN CAULIFLOWERRECOMMENDED TO SPRAY CHLORPYRIPHOS 20EC2ML PER LITRE OF WATER,13.420341,0.001618529794325279
Cauliflower,stem rot,ODISHA,RECOMMENDED FOR SPRAY TRICODARMA VIRIDI  5 GM  LIT OF  PSEDOMONAS FLUORESCENCE  5 GM   LIT OF WATER,Spray of micro nutrient 5 gmliter  Carbendazim 12 Mancozeb 63 WP 2 gmliter with water 200 literacre,RECOMMENDED SPRAY OF MANCOZEB 75 WP  3gLITRE OF WATER FOR CONTROLLING WIRE STEM ROT IN CAULIFLOWER,Recommended to spray Dhanzyme gold  200 ml per 200 litre of water per acre of land (1 ml 1 liter),RECOMMENDED FOR SPRAY STREPTOCYCLIN 15GMMANCOZEM 3040GM10L OF WATER FOR STEM ROT IN CAULIFLOWER,16.431786,0.001618529794325279
Cauliflower,wilt,HIMACHAL PRADESH,SPRAY   STREPTAMYCIN   SULPHET AND TETRACYCLIN HYDROCLORIDE  91 SP ( 9010 SP)  1 GM  6 LIT OF WATER,SPRAY COPPER OXYCHLORIDE 30 GRAM AND PLANTOMYCIN 15 GRAM IN 10 LITRES OF WATER FOR CAULIFLOWER WILT,Drench root zone with Ridomil gold25 gmLtr water Give need based irrigation Avoid flood irrigation,WILT  SPRAY AND DRENCH SOIL WITH COPPER OXYCHLORIDE 30 GM  STREPTOCYCLIN 1 GM IN 10 LITRE OF WATER,RECOMMENDED SPRAY STREPTOCYCLINE  2GM  COPPER OXYCHLORIDE 50 WP(BLUE COPPER)  30GM  15 LTR WATER,6.256972,0.001618529794325279
Chestnut,aphids,MAHARASHTRA,attack of aphids Spray Actra 5 gm15 Liter of Water(Thiomithoxom 25)Syngenta,Spray super confidor 10 ml 15 liter of water(Imida 178 sl)Bayer,SPRAY OF IMIDACHLOPRID 178 SL 05 ML PER LITER WATER,         30EC 02 ml         ,Ekolux 2 ml  1 ltr of water,0.425308,2.667822849731937e-05
Chestnut,fruit borer,MAHARASHTRA,RECOMMENDED TO SPRAY  CHLORPYRIFOS  500 ML200 LITRES OF WATER  ACRE,Spray Quinolphos  1 ml in one litter of water,SPRAY ACETAMIPRID 20 SP  03 GMLIT OF WATER,Apply Chlorpyriphos 20EC 2 mllit,No answer,0.610637,2.667822849731937e-05
Chestnut,stem borer,ANDHRA PRADESH,CHESTNUT STEM BORER MANAGEMENT RECOMMENDED TO SPRAY CARBARYL  600 GRAMS PER ACRE 200 LITER OF WATER,recommended for Hook out the grub from the bore hole  apply monocrotophos 10 ml hole,CASHEWNUT STEM BORER MANAGEMENT RECOMMENDED TO SPRAY CARBARYL 4 GRAMSLITRE OF WATER,inject nuvan 20ml  1 lit water  in affected plant wholle,Spray Nuvan 20ml 15Lit of Water (Diclorvos 76)Cheminova,0.581542,2.667822849731937e-05
Chestnut,aphids,UTTAR PRADESH,attack of aphids Spray Actra 5 gm15 Liter of Water(Thiomithoxom 25)Syngenta,Spray super confidor 10 ml 15 liter of water(Imida 178 sl)Bayer,SPRAY OF IMIDACHLOPRID 178 SL 05 ML PER LITER WATER,         30EC 02 ml         ,Ekolux 2 ml  1 ltr of water,0.431209,2.667822849731937e-05
Chestnut,sucking pest,ANDHRA PRADESH,SUCKING PEST MANAGEMENTRECOMMENDED TO SPRAY MONOCROTOPHOS 2 ML  CARBENDAZIM C1 GR1 LITER OF WATER,spray rogar 30 ml  saaf 20 gm  15 litter of water for controlling  sucking pest on chestnut, the sucking pest pest attack on cashewnut BIO 303  22 ML  15 LITERS OF WATER DAMAN ,YOU CAN SPRAY DIMITHOET 2 MILI LITER WATER USE FOR SUCKING PEST CONTROL ON CHESTNUT,CASHEWNUT SUCKING PEST MANAGEMENT  Profenophos 400 ml  acre IN 200 LITER OF WATER,0.616401,2.667822849731937e-05
Chillies,fruit borer,RAJASTHAN,Recommended to spray Flubendiamide 20 WG 75gm in 15litres of water to control fruit borer in chilli,RECOMMENDED TO SPRAY SPINOSAD 45SC(SPINTOR)5 ML PER 15 LITRE WATER TO CONTROL FRUIT BORER IN CHILLI,RECOMMENDED TO APPLY CYPERMETHRIN 4PROFENOPHOS 40 2ML1 LITRE WATER TO CONTROL FRUIT BORER IN CHILLI,RECOMMENDED TO SPRAY CHLORANTRINIPROLU  60 MLACRE   or      RECOMMENDED TO SPRAY SPINOSAD 75 MLACRE,Attack of Fruit Borer on brinjal Spray Proclaim 5gm15lit of Water (Emamectin Benzoate 5 SG)Syngenta,122.016072,0.010814018023932611
Chillies,mite,ODISHA,Recommended to spray Omite ( propargite 57  EC)   400 ml per 200 litre of water per 1 acre of land ,  600  200                                                                        13045  5         ,RECOMMENDED TO SPRAY DICHLORVOS (NUVON)  250 ML  200 LITRES OF WATER   ACRE     250      200       ,Advised to spray  SPIROMESIFEN 229 EC (OBERON) 200 ml200 liter wateracre to control mites in chilli,RECOMMENDED TO SPRAY DIFENTHIURON 240(PEGASUS) GRAMS150 LITRES OF WATER ACRE   240     150         ,33.557731,0.010814018023932611
Chillies,thirps,ANDHRA PRADESH,How to control thirps in Chilliesspray 400 ml melathion or 350 gm rogor  in 200 liter water   acre ,How to control thirps in chillies spray 400 ml melathion or 350 gm rogor in 200 liter water  acre ,how to control thirps in Chillies spray 400 ml melathion or 350 gm rogor in 200 liter water  acre ,how to control thirps in tomato spray 400 ml melathion or 350 gm rogor in 200 liter water  acre ,how to control thirps in tomato spray 400 ml melathion or 350 gm rogor in 200 liter water  acre ,46.164956,0.010814018023932611
Chillies,blight,ASSAM,spray karate 8 ml   saaf 20 gm  15 liter of water for controlling sucking pest and blight on chilli,RECOMMENDED TO SPRAY PROPICONAZOLE (tilt)    200 ML  200 LITRES OF WATER ACRE    200     200       ,236023812346238123522375 23192335238123522366232523662354 2409 232723812352236623502354236723352352,236023812346238123522375 23192335238123522366232523662354 2409 232723812352236623502354236723352352,RECOMMENDED TO SPRAY CARBENDAZIM  MANCOZEB  2 GM  1 LITER OF WATER TO CONTROL LEAF BLIGHT IN CHILLI,45.511984000000005,0.010814018023932611
Chillies,aphids,TAMILNADU,ATTACK OF THRIPS  APHIDS  JASSIDS  ON CHILLI  Spray Admire 5 gm15 Liter of Water (Imida 70 wp)Bayer,CONTROL OF APHIDS on chillieSpray Actra 5 gmBavistine30gm15 Liter of Water(Thiomithoxom 25)Syngenta,RECOMMENDED SPRAY DIMETHOATE 30EC(ROGOR) 30ML  MULTINEEM 45ML15LTR WATER FOR APHID ATTACK IN CHILLI,SPRAY OF THIOMETHOXAM 25 WG 05 GM  PER LITER WATER SPRAY OF ACETAMIPRID 20 SP 05 GM PER LITER WATER,SPRAY OF ACETAMIPRID 20 SP 05 GM PER LITER WATER SPRAY OF THIOMETHOXAM 25 WG 05 GM  PER LITER WATER,45.35772,0.010814018023932611
Chinese Cabbage,Downy Mildew,ANDHRA PRADESH,No answer,No answer,No answer,No answer,No answer,0.433191,0.0
Chinese Cabbage,hopper,MAHARASHTRA,SPRAY KARATE 20 ML15 LITERS OF WATER (Lambdacyhalothrin ) SYNGENTA,No answer,No answer,No answer,No answer,0.360275,1.3433987038479455e-05
Chinese Cabbage,leaf curl,UTTAR PRADESH,ap Difenthuran 50  WP 200 gramacre ki dar se pani me ghol banakar chhidkav karen,ap Difenthuran 50  WP 200 gramacre ki dar se pani me ghol banakar chhidkav karen,ap Difenthuran 50  WP 200 gramacre ki dar se pani me ghol banakar chhidkav Karen,LEAF CURL ON CHILLIES  SPRAY REDOMIL GOLD 25 GM  ACTRA 5 GM  15 LIT WATER,SPRAY IMMIDACHLOROPIT  1 ML3 LITRE OF WATER FOR LEAF CURL IN CHILLIES,0.406069,1.3433987038479455e-05
Chinese Cabbage,blight,MAHARASHTRA,SPRAY RIDOMIL GOLD 30 GM  15 LITERS OF WATER SYNGENTA,Spray m45 30 gm 15 liter water(Mancozeb) INDOFIL,SPRAY OF RODOMIL MZ  25 ML IN 1 LT OF WATER,SPRAY OF MANCOZEB  2 GM   LITTER WATER,SPRAY MANCOZEB  2 GM   LITTER WATER,0.35446700000000003,1.3433987038479455e-05
Chinese Cabbage,wilt,ANDHRA PRADESH,ATTACK OF wilt SPRAY bavistin 30 gram  005232  60 GRAM  MICROLA  40 ML IN 15 LIT OF WATER,Drenching of Quinolphos 30 ml  Bavistane 30 gm  15 Lit of Water,RECOMMENDED TO SPRAY PROPICONAZOLE   200 ML PER ACRE,kisan Bhai mirch ke uktha ka koi upay nhi hai,Drenching of Copper oxy chloride 40 gpump,0.354896,1.3433987038479455e-05
Cinnamon,die back,KERALA,No answer,No answer,No answer,No answer,No answer,0.38067199999999995,0.0
Cinnamon,blight,MAHARASHTRA,Spray Kavach  25 gm15 Liter of Water(Chlorothalonil)Syngenta,RECOMMENDED FOR SPRAY  MANCOZEB 75 WP  25 GM  LIT OF WATER,RECOMMENDED FOR SPRAY  MANCOZEB 75 WP  25 GM  LIT OF WATER,SPRAY  THIOPHANATE METHYL 70 WP  1 GM    LIT OF WATER,  50 (  ) 45    2     15        ,0.346854,7.703670533365337e-06
Cinnamon,sucking pest,MADHYA PRADESH,Recommended for to control sucking pest in coriander crop spray fipronil 25 ml at 15 liter of water,recommended for to control sucking pest in  crop spray imedachlorprid 57 ml at 15 liter of water,SPRAY IMMIDACHLOROPRID (TATAMIDA)  1ML2LIT WATER FOR SUCKING PEST IN PEPPER,Suggested Spinosad 45 SC (Tracer) 5mlpump spray Thrips,Spray DIMETHOATE 30 EC 18 ml  15 lit of water ,0.41561000000000003,7.703670533365337e-06
Cinnamon,mites,WEST BENGAL,RECOMMENDED FOR SPRAY  FENAZAQUIN 10 EC  15 ML   LIT OF WATER,No answer,No answer,No answer,No answer,0.349956,7.703670533365337e-06
Cinnamon,caterpillar,ODISHA,RECOMMENDED FOR SPRAY MALATHION 2MLL OF WATER FOR LEAF EATING CATERPILLAR IN CINNAMON,Recommended for spray Neem oil 3 ml  Teepol 1 ml  litre of water,No answer,No answer,No answer,0.37102399999999996,7.703670533365337e-06
Clove,blight,RAJASTHAN,to control blight attack on clove spray Admire 5 gm M45 30 gm15 Lit of Water,you can spray score 8 mili pamp water use for blight control,RECOMMENDED TO SPRAY COPPEROXYCHLORIDE 2 ML PER LITRE WATER,SPRAY MANCOZEB 75 WP 2 GM PER LITER WATER,SPRAY MANCOZEB  2 GM   LITTER WATER,0.376204,1.2826801183632926e-05
Clove,termite,UTTAR PRADESH,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE,FIPROLIN 5  2 LITER PER  HA WITH IRRIGATION FOR CONTROL OF TERMITE,kisan Bhai Chlorpyriphos 20 EC 1 literacre kare,SPRAY CHLOROPYRIPHOS  15 MLLITOF WATER,No answer,0.37646599999999997,1.2826801183632926e-05
Clove,caterpillar,MAHARASHTRA,Spray Neem Solution 20 ml10 Liter of Water,No answer,No answer,No answer,No answer,0.41054399999999996,1.2826801183632926e-05
Clove,fungus,GUJARAT,Suggested Carbendazim 12  Mancozeb 63 WP  4050 grampump Spray,SPRAY OF ACEPHATE 75 SP 2 GM  MENCOJEB 2GM PAR LITAR WATER,HEXAKONAJOL 1 ML LITER SPRAY  THIOUREA 05 GRAMLITER SPRAY,Suggested Mancozeb (M45) 75 WP 35 grampump spray,Suggested Mancozeb (M45) 75 WP 35 grampump spray,0.36743200000000004,1.2826801183632926e-05
Clove,yellowing,RAJASTHAN,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER  MENCOJEB 2GM PAR LITAR WATER,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER  MENCOJEB 2GM PAR LITAR WATER,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER  MENCOJEB 2GM PAR LITAR WATER,Carbendazim 12  Mancozeb 63 WP 2 gram li paani ke saath spray kare,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER,0.39241,1.2826801183632926e-05
