Crop,Problem,State,Ans1,Ans2,Ans3,Ans4,Ans5,Time
Coriander,Blight disease,UTTAR PRADESH, 30   04                    12  C    23  C     11 22               ,Mancozeb 75 WP 2 gramleter paani ke saath dava ka prayog kare,       12    63  WP  400     150200       ,uthka ka is stage pe koi control nahi ho,speray mancozeb75wp2gramliter of water,2.532614
Coriander,Stem rot,RAJASTHAN,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER,SPRAY OF RIDOMIL MZ(METALEXYLMENCOZEB) 2 GM PER LITER WATER,SPRAY THIO PHINET MITHAYIL 15 GRAM PER LITER WATER,SPRAY OF THIO PHINET MITHAYIL 15 GM LTR WATER,3.744666
Cotton (Kapas),blight,MADHYA PRADESH,Recommended for spray  HEXACONAZOL 30 ML and  steptrocyclin 1 gram at 15 liter of water,spray copper oxychloride 3040gmpump and streptocyclin 2 gram at 15 liter of water,use copper oxy chloride 45 gram and  steptrocyclin 2 gram at 15 liter of water,Use copper oxy chloride 45 gram and steptrocyclin 2 gram at 15 liter of water,Use copper oxy chloride 45 gram and steptrocyclin 2 gram at 15 liter of water,2.22434
Cotton (Kapas),leaf curl,TELANGANA,recommended to spray acephate 300 grams 1 liter neemoil  100 grams surf powderacre,monocrotophos 2mll,No answer,No answer,No answer,2.687055
Cotton (Kapas),wilt,HARYANA,Spray of cobalt cloride  2 gm  400 gm copper oxy cloride 1 Kg urea in mixed 200 liter water acre,tricodarma powder 1kg 25 kilogram gober ki khad 1 sal purani mein milakar bad mein irrigation,spray to streptrocychilin  68 gm  600800gm copper oxi chiloride in 250 liter of water  acre ,spray to streptrocychilin  68 gm  600800gm copper oxi chiloride in 250 liter of water  acre ,spray to streptrocychilin  68 gm  600800gm copper oxi chiloride in 250 liter of water  acre ,12.228645
Cotton (Kapas),sucking pest,KARNATAKA,asked about cotton sucking pest and bollworm controlrecommended spinosad 1 ml per 3 liter of water,SUCKING PESTS MANAGEMENT IN COTTONSUGGESTED TO SPRAY SPINOSAD 45 SC  03 ML PER LITRE OF WATER,confidor at 05ml in 1 liter water  magnesium sulphate  dimethoate at 2ml in 1 liter water,spray neem oil 4 mili per litre of water  spray super confidor 05 mili per litre of water,IMIDACHLOPRID 5 ML 10 LIT OF WATER FOR SUCKING PESTS AND PLANOFIX 1 ML 45 LIT OF WATER,4.985615
Cotton (Kapas),root rot,UTTAR PRADESH,AAP Copper Oxychloride 50 WP KI 2 GRAM MATRA KO PRATI LITER PAANI KI DARS E MILAKER SPRAY KAR DE,Spray Carbendazim 12  Mancozeb 63 WP  400 gram  acre in 200 litres of water,Copper Oxychloride 50 WP 600 gramekad 200 liter pani ki dar se spray kare,Spot drench Carbendazim  1 glit at the base of affected plants as well as,Dear farmer Spray of Copper oxychloride 50 wp  3 gmliter of water,1.11858
Cowpea (Vegetable),aphids,ODISHA,Recommended to spray Dimethoate 30ec  30 ml per 15 litres of water for control of Aphids in cowpea ,RECOMMENDED TO SPRAY IMIDACHLOPRIDE 178 SL 7ML1 LITER OF WATER OR FIPRONIL 5 SC 2ML1 LITER OF WATER,RECOMMENDED SPRAY DIMETHOATE 30EC(ROGOR) 30ML  MULTINEEM 45ML15LTR WATER FOR APHID ATTACK IN COWPEA,Recommended to spray Imidachloprid 178SL  65ml per acre for controlling Aphid infestation in Cowpea,Recommended To Spray Dimethoate 30ec 2mlneem oil 2ml  1 Litre Of Water to control aphids in cowpea,1.493605
Cowpea (Vegetable),root rot,KERALA,apply trichodermma mix with 9 kg of fym 1kg of neem cake and add 100 g Trichodermma spp,Soil drench with Psedomonas  Fym or Spot drenching with Carbendazim  1 gm litre, Recommended to apply pseudomonas 2ml per liter of water,apply mangozeb 2 gramlitre or pseudomonas 20gram litre,apply bordeaux mixture 1 carbendazim 2mlltr,0.824324
Cowpea (Vegetable),sucking pest,ODISHA,RECOMMENDED TO SPRAY IMIDACHLOPRID 1 MILI LITRE PER 3 LITRE WATER TO CONTROL SUCKING PEST IN COWPEA,RECOMMENDED TO SPRAY DIMETHOATE 30EC(ROGOR) 2ML IN 1 LITRE WATER TO CONTROL SUCKING PEST IN COW PEA,RECOMMENDED TO SPRAY IMIDACHLOPRID 1 MILI LITRE PER 3 LITRE WATER TO CONTROL SUCKING PEST IN COWPEA,Recommended to spray Acephate 75 SP 2gm per litre of water to control Sucking pest vector in Cowpea,RECOMMENDED TO SPRAY IMIDACHLOPRID 1 MILI LITRE PER 3 LITRE WATER TO CONTROL SUCKING PEST IN COWPEA,3.056674
Cowpea (Vegetable),mosaic,MAHARASHTRA,this is virul problemspred by white fly affected plantdestruct,No answer,No answer,No answer,No answer,0.644935
Cowpea (Vegetable),wilt,ODISHA,APPLY COPPER OXYCHLORIDE  45 GM  PLANTOMYCIN  15 GM  15 LITER OF WATER OF WATER FOR WILT IN COWPEA,SPRAY 30 GRAM COPPER OXYCHLORIDE AND 15 GRAM STREPTOCYCLIN IN 10 LITRE OF WATER FOR WILT IN COWPEA,BACTERIAL WILT IN COWPEASPRAY CUPPEROXICHLORIDE 30 GRAM AND STREPTOCYCLIN 15 GRAM PER 10 LTR WATER,RECOMMENDED TO APPLY PLANTOMYCIN 1GM  SAFF 2GM IN 1 LITRE WATER TO CONTROL FUSARIUN WILT IN COWPEA,SPRAY COPPER OXYCHLORIDE 30 GRAM AND STREPTOCYCLIN 15 GRAM IN 10 LITRE WATER FOR WILT IN COW PEA,1.260658
Crossandra,caterpillar,TAMILNADU,Recommended for spray profenophos 2 ml  neem oil 3 ml  teepol 1 ml  litre of water,recommended for the spray of cypermethrin at the rate of 2 ml in 1 litre of water,Recommended for spray chlorpyriphos 2ml  teepol 1ml  neemoil 3mllit of water,recommended for chloropiriphos 2 ml  Carbendazim 2 gram 1 litre of water,Recommended for chloripiriphos 2 ml  carbendazim 2 gram 1 litre of water,0.564373
Crossandra,blight,TAMILNADU,recommended for the spray of bavistin or mancozeb at the rate of 2 gram in 1 litre of water,recommended for spray Carbendazim 01 (1 gram  1 litre of water),recommended for spray carbendazim  2 gm lit of water,recommended for spray Carbendazim  2 gm lit of water,Recommended for spray neem oil 3 ml  liter of water,0.468683
Crossandra,sucking pest,ANDHRA PRADESH,CROSSANDRA SUCKING PEST MANAGEMENT RECOMMENDED TO SPRAY DIMETHOATE  400ML 200 LITERS OF WATER ACRE,cossandra sucking pest management   RECOMMENDED SPRAY DIMETHOATE  400ML ACRE IN 200 LITER WATER,RECOMMENDED TO SPRAY ACETAMIPRIDE(PRIDE MANIKVERMIT) 40 GRAMS PER ACRE,ACEPHATE (ANTAF ARTIN LUCID )  300 GRAMS PER ACRE    (  )  300  200   ,RECOMMENDED TO SPRAY ACETAMIPRID   40 GRAMS  200 LITRES OF WATER ACRE,0.444918
Crossandra,mildew,KARNATAKA,SUGGESTED TO SPRAY MANCOZEB 2GMS PER LITRE OF WATER,No answer,No answer,No answer,No answer,0.379172
Crossandra,canker,ANDHRA PRADESH,No answer,No answer,No answer,No answer,No answer,0.382938
Cucumber,collar rot,WEST BENGAL,RECOMMENDED FOR SPRAY CARBENDAZIM 12  MANCOZEB 63  2 GMLIT OF WATER  23TIMES 1215 DAYS INTERVAL,RECOMMENDED FOR SPRAY CARBENDAZIM 12  MANCOZEB 63  2 GMLIT OF WATER  23TIMES 1215 DAYS INTERVAL,RECOMMENDED FOR SPRAY   TRICHODARMA VIRIDE  5 GM  PSEUDOMONAS FLUORESCES  5 GM  1 LIT OF WATER,RECOMMENDED FOR SPRAY   CARBENDAZIM 25  MANCOZEB 50 (75 WS)  3 GM   LIT OF WATER,RECOMMENDED FOR SPRAY   METALAXYL 8  MANCOZEB 64  (72 WP)  25 GM   LIT OF WATER,6.210065
Cucumber,downy mildew,WEST BENGAL,RECOMMENDED FOR SPRAY PROPINEB  3 GM  LIT OF WATER GIVE 2  3 SPRAY AT THE 1215 DAYS INTERVALS,RECOMMENDED FOR SPRAY  METALAXYL 8  MANCOZEB 64  (72 WP)  25 GM   LIT OF WATER WITH STICKER,RECOMMENDED FOR SPRAY MATALAXYL 8  MANCOZEB 64  25GM LIT OF WATER  GREAT 2 2GM LIT OF WATER,RECOMMENDED FOR SPRAY  METALAXYL M  33  CHLOROTHALONIL  331  (364 SC)  2 ML   LIT OF WATER,RECOMMENDED FOR SPRAY  TEBUCONAZOLE 50  TRIFLOXYSTROBIN 25 (75 WG)   15 GM  2 LIT OF WATER,6.925041
Cucumber,wilt,MAHARASHTRA,FOR CONTROL OF WILT ON CUCUMBER DRENCHING OF BLUE COPPER 45 GM  HUMIC ACID 30 ML 15 LITER WATER,Redomil Gold 30gm 191919 30gm 15 Lit of Water DrenchingHumic Acid 30ml15 Lit of Water Drenching,drenching blue copper 30gm  humic acid 30ml  15 liter of water for controlling wilt in CUCUMBER,WILT ON CUCUMBER  DRAINCHING OF Redomil Gold 30 gmhumic Acid 30 ml(Mephonaxonmancozeb)syngnt,WILT ON CUCUMBER   BAVISTIN 30 GM  MICROLA 30 ML  HUMIC ACID 30 ML 15 LITE RWATER DRENCHING,1.194287
Cucumber,whie fly,TELANGANA,RECOMMENDED TO SPRAY IMIDACLOPRID 60 ML 150 LITRES OF WATER  ACRE       ,RECOMMENDED TO SPRAY SPIROMESIFEN  200ML 200 LITERS OF WATER ACRE    ,RECOMMENDED TO SPRAY ACEPHATE 300 GRAMS 200 LITERS OF WATER  ACRE,RECOMMENDED TO SPRAY DIMETHOATE  400 ML 200 LITRES OF WATER ACRE,RECOMMENDED TO SPRAY DIMETHOATE  400ML 200 LITERS OF WATER ACRE,0.364809
Cucumber,caterpillar,MAHARASHTRA,Caterpillar on CucumberSpray Profex super 20 ml15 liter of water(Profenofos Cypermethrin) Nagarjuna,ATTACK OF CATERPILLAR IN CUCUMBER Spray Proclaim10 gm15 liter of Water(Emamectin Benzoate)Syngenta,Spray Quinolphos 30 ml15 liter of waterFungicidesSPRAY M 45 30 GM 15 LITER WATER(mancozeb)Dow Agro,Caterpillar on CucumberSpray Profex super 20 ml15 liter of water(Profenofos Cypermethrin)Nagarjuna,attack of catterpillar on cucumberSpray Proclaim 5ml15 liter of Water(Emamectin Benzoate)Syngenta,2.060383
Cumin,wilt,GUJARAT,Suggested Mancozeb (M45) 75 WP 35 grampump spray Suggested Imidacloprid 178 sl 5 mlpump  spray,Suggested Carbendazim (Bavistin) 50 WP 30 grampump drenching OR 250 gramvigha water treatment,Suggested Carbendazim (Bavistin) 50 WP 30 grampump drenching OR 250 gramvigha water treatment,Suggested Carbendazim (Bavistin) 50 WP 30 grampump drenching OR 250 gramvigha water treatment,Suggested Carbendazim (Bavistin) 50 WP 30 grampump drenching OR 250 gramvigha water treatment,4.997986
Cumin,Powdery mildew,MADHYA PRADESH,Recommended for spray  Mencozeb  Carbindazim (Saaf or  sixer) 30 g pump ,RECOMMENDED FOR SPRAY TO WETABLE  SULPHAR 2 GRAMLITER OF WATER,No answer,No answer,No answer,1.039971
Cumin,sucking pest,GUJARAT,ASK ABOUT SUCKING PEST CONTROLSuggesteddimethoat (rogar)30EC20mlpump spray suitabal for young crops,Suggested Fipronil 5 SC 25mlpump spraySuggested Carbendazim 12  Mancozeb 63 WP  4050 grampump Spray,suggestmancozeb 75wp 35 gmpumpSuggesteddimethoat (rogar)30EC20mlpump spray suitabal for young crops,Suggested Monocrotophos Suggested Mancozeb (M45) 75 WP 40 grampump spray 36 scecsl 20mlpump spray,Suggested Mancozeb (M45) 75 WP 35 grampump spray Suggested Monocrotophos 36 scecsl 25mlpump spray,18.287032
Cumin,damping off,GUJARAT,No answer,No answer,No answer,No answer,No answer,19.212764
Cumin,blight,RAJASTHAN,SPRAY OF RIDOMIL MZ(METALEXYLMENCOZEB) 2 GM PER LITER WATER   STREPTOCYCLIN 2 GM PER 15 LITER WATER,SPRAY OF MONOCROTOPHOS 36 SL 2 ML PER LITER WATER SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER ,SPRAY OF RIDOMIL MZ(METALEXYLMENCOZEB) 2 GM PER LITER WATER  STREPTOCYCLIN 2 GM PER 15 LITER WATER,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER  SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER  SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER,6.406699
Curry Leaf,yellow,UTTAR PRADESH,coperoxycloride 4 grammliter pani,No answer,No answer,No answer,No answer,0.463059
Curry Leaf,mealybug,ANDHRA PRADESH,No answer,No answer,No answer,No answer,No answer,0.379692
Curry Leaf,white fly,KERALA,Recommended to give a spray oi beauveria 20 g per liter water and spray at weekly intervals ,Suggested to wait money will be  allotted soon ,recommended to apply neem oil garlic emulsion,RECOMMENDED TO SPRAY NEEM OIL GARLIC EMULSION,recommended azadiractin 5mll,0.386498
Curry Leaf,scales,TAMILNADU,recommended for its control  by spraying Dimethoate (Roger) at the rate of 1 mllitre of water,recommended for spray  Neem  oil  3 ml   teepol  1 ml  lit of water,Recommended for spray malathion 2ml  lit of water,Recommended for spray Dimethoate 2 mllit of water,Recommended for spray Dimethoate 2 ml  litre,0.406778
Curry Leaf,leaf spot,TAMILNADU,recommended for Leaf spot disease can be controlled by spraying Carbendazim  1 glit of water,recommended for application of Streptocyclin at the rate of 05 gram in 1 litre of water,Recommended for curry leaf leaf spot carbendazim (SAAF)1 liter 1 gm of water,Leaf spot disease can be controlled by spraying Carbendazim  1 glit of water,Leaf spot disease can be controlled by spraying Carbendazim  1 glit of water,0.441742
Custard Apple,alternaria leaf spot,ODISHA,No answer,No answer,No answer,No answer,No answer,0.388484
Custard Apple,bollworm,KARNATAKA,No answer,No answer,No answer,No answer,No answer,0.338397
Custard Apple,sucking pest,UTTAR PRADESH,Cypermethrin 25 EC 60100 ml acre me pryog kare,No answer,No answer,No answer,No answer,0.504881
Custard Apple,caterpillar,ODISHA,RECOMMENDED TO SPRAY TRIAZOPHOS 40 EC 25ML1 LITER OF WATER,No answer,No answer,No answer,No answer,0.380341
Custard Apple,drenching,MAHARASHTRA,DRENCHING OF Nuvan 20ml BLUE COPPER 30 GM  HUMIC ACID 30 ML15 LITER WATER,DRAINCHING OF BLUE COPPER 30 GM  HUMIC ACID 30 ML15 LITER WATER,DRAINCHING OF BLUE COPPER 30 GM  HUMIC ACID 30 ML15 LITER WATER,DRAINCHING OF BLUE COPPER 30 GM  HUMIC ACID 30 ML15 LITER WATER,DRENCHING OF BLUE COPPER 30 GM  HUMIC ACID 30 ML15 LITER WATER,0.63786
Cymbidium,yellowing,RAJASTHAN,npk 1818 grade 100gramtanki,No answer,No answer,No answer,No answer,0.40093
Cymbidium,brown spot,WEST BENGAL,No answer,No answer,No answer,No answer,No answer,0.350579
Cymbidium,rotting,KERALA,No answer,No answer,No answer,No answer,No answer,0.318223
Cymbidium,mosaic,UTTAR PRADESH,No answer,No answer,No answer,No answer,No answer,0.452265
Cymbidium,damping off,MAHARASHTRA,SPRAY ROKO 10 GM  15 LITERS OF WATER (ThiophanateMethyl 70 WDG BIOSTAD,No answer,No answer,No answer,No answer,0.420064
DatePalm,wilt,ASSAM,ADVICE TO APPLY BAVISTIN  2 GM  LITRE,ADVICE TO APPLY BAVISTIN  2 GM  LITRE,ADVICE TO APPLY BAVISTIN  2 GM  LITRE,ADVICE TO APPLY BAVISTIN  2 GM  LITRE,ADVICE TO APPLY BAVISTIN  2 GM  LITRE,0.325223
DatePalm,caterpillar,MADHYA PRADESH, 20    30    16      ,No answer,No answer,No answer,No answer,0.38015
DatePalm,brown leaf spot,RAJASTHAN,No answer,No answer,No answer,No answer,No answer,0.496254
DatePalm,yellowing,BIHAR,contact with kvk,No answer,No answer,No answer,No answer,0.342181
DatePalm,Khamedj,MADHYA PRADESH,No answer,No answer,No answer,No answer,No answer,0.377558
Drum Stick,thrips,MAHARASHTRA,THRIS ATTACK ON DRUMSTKSpray Profex super 30 ml15 liter of water(Profenofos Cypermethrin)Nagarjuna,spray supar confidor 6 ml  M45 30 gm  15 liter of water for controlling  thrips on drumstick,spray supar confidor 6 ml  M45 30 gm  15 liter of water for controlling  thrips on drumstic,SPRAY ROGAR 15 ML m 45 30 gm 15 LITERS OF WATER (Acephate 50  Imidacloprid 18 SP) UPL,Spray Confidor super  Confidor 10ml15 Lit of WaterSpray Bavistine 30gm15lit of Water,1.175178
Drum Stick,damping off,ANDHRA PRADESH,No answer,No answer,No answer,No answer,No answer,0.634538
Drum Stick,caterpillar,MAHARASHTRA,Spray Azadirictine 30 ml15 Lit of Water Tritox Triazophos40 EC 30 ml in 15 lit water (Tata rallies),to control caterpillar attack on drumstick Spray Chloropyriphos 30ml  Actra 5 gm   15 Lit of Water,spray profex supar 30 ml  M45 30 gm  15 liter of water for controlling catterpillar on drumstick,for caterpillar attack in drum stick    Spray Nuvan 20ml 15 Lit of Water(Diclorvos 76)Cheminova,ATTACK OF CATERPILLAR ON DRUM STICKSpray Chloropyriphos 30ml(Blaze (Indofil))15 Liter of Water,1.575802
Drum Stick,sucking pest,TAMILNADU,Recommended for spray profenofos 2 ml  Acephate 05 gram  Sticking agent 1 ml litre of water ,Recommended for spray nimbecidine  3 ml litre of water dont use normal neem oil,recommended for spray dimethoate 2mlneem oil 3mlteepol 1mllit of water,recommended for spray profenophos 2 ml  acephate 1 gm  lit of water,Recommended for spray  Azadirachtin 3 ml  teepal 1 ml lit of water,1.623534
Drum Stick,canker,MAHARASHTRA,No answer,No answer,No answer,No answer,No answer,1.169512
Eculeptous,sucking pest,GUJARAT,No answer,No answer,No answer,No answer,No answer,0.368162
Eculeptous,canker,UTTAR PRADESH,copper oxychloride 025 ka lep lagaye,No answer,No answer,No answer,No answer,0.934682
Eculeptous,root rot,UTTAR PRADESH,Tricoderma 5 gram  liter pani me milaker spray karen,   Trichoderma viridi 1 kg        8               ,                  ,No answer,No answer,1.353946
Eculeptous,heart rot,UTTAR PRADESH,No answer,No answer,No answer,No answer,No answer,1.463944
Eculeptous,black mildew,ODISHA,No answer,No answer,No answer,No answer,No answer,0.422544
Fenugreek,catterpillar,MADHYA PRADESH,spray  quinalphos 25 EC  1litre hectare  dissolve in 500 litre of water  to control  caterpillar in,spray neem oil base insecticide 3000 PPM  4045 ml and Quinalphos 25 EC 40ml per 15 litter of water ,recommended for to control caterpillar in fenugreek  spray to Emamectin benzoate 5  78 grampump,recommended for to control caterpillar in fenugreek  spray to Emamectin benzoate 5  78 grampump,recommended for to control caterpillar in fenugreek  spray to Emamectin benzoate 5  78 grampump,1.755745
Fenugreek,wilt,MAHARASHTRA,WILT ATTACK FENUGREEK  DRENCHING Blue Copper 40 gm humic acid 30 ml(Copper Oxichloride)syngenta,Attack of  Wilt (Mar)DrenchingBlue Copper 30 gm humic acid 30 ml(Copper Oxichloride)syngenta,drenching bavistin 250 graam10 gunthe  or   use tricoderma  shenkhat 30kg misalun takave,23482366235723672360238123402368230623302368 23102355235723392368 23252352236623572368,WILT ON FENUGREEKDRENCHING OF BLUE COPPER 40 GM  HUMIC ACID 30 ML 15 LITER WATER,0.493283
Fenugreek,fungus,MADHYA PRADESH,spray carbandazim  mancozeb 30gm 15 liter of water,                 11   183 ww SC  2530    15       ,                11   183 ww SC  2530    15       ,     30    15          , 8   64 () 30  35   ,1.136125
Fenugreek,sucking pest,MAHARASHTRA,Attack of Sucking Pest on fenugreekConfidor super  Confidor 10ml  bavistin 30gm15 Lit of Water,you can spray dimithoet 30 mili pamp water use for sucking pest control on fenugreek crop,spray neem ark 30 ml  M45 30 gm  15 liter of water for controlling sucking pest on methi,for controlling attack of sucking pest  Spray Neem Solution 15 Ml15 Liter of Water,spray neem ark 30 ml  15 litter of water for controlling sucking pest on methi,0.711391
Fenugreek,white fly,MADHYA PRADESH,Recommended for to control sucking pest in crop spray imedachlorprid 57 ml at 15 liter of water,control  of white fly attack in  Spray of imidaclorprid 178SL 5 to 6 ml per 165littre of water,control  of white fly attack in  Spray of imidaclorprid 178SL 5 to 6 ml per 16 littre of water,Recommended for to control sucking pest in crop spray Imidacloprid 57 ml at 15 liter of water,recommended for to control sucking pest in  crop spray fipronil 25 ml at 15 liter of water,2.329439
Fig,rust,MAHARASHTRA,SPRAY SAAF 30 GM actra 5 gm 15 LITERS OF WATER (Carbendazim 12  Mancozeb 63 WP ) UPL,RUST ON FIG Spray m45 30 gm 15 liter water(Mancozeb) INDOFIL,Spray Folicure 07 ml15 Liter of Water(Tebuconyazol)Bayer,rust in fig   spray redomil gold 30 gm  15 lit water,rust on fig spray kavach 30 ml 15lit of Water,0.430898
Fig,white fly,TAMILNADU,       2      ,No answer,No answer,No answer,No answer,0.357367
Fig,Anthracnose,MAHARASHTRA,No answer,No answer,No answer,No answer,No answer,0.452062
Fig,red spot,MAHARASHTRA,No answer,No answer,No answer,No answer,No answer,0.457906
Fig,Alternaria rot,MAHARASHTRA,No answer,No answer,No answer,No answer,No answer,0.490023
FingerMillet  (RagiMandika),aphids,KARNATAKA, Recommended to  Spray Dimethoate 30 EC  17 mllit of water,RAGI APHIDS MANAGEMENT  SPRAY DIMETHOATE 17MLL OF WATER,recommended Spray Dimethoate 30 EC  17 mllit,Spray Dimethoate 30 EC  17 mllit,dimethoate  2ml in 1lt of water,0.444489
FingerMillet  (RagiMandika),blast,TAMILNADU,Recommended for spray SAAF ( carbendazim  mancozeb ) 2 gram  monocrotophos 2 ml  litre of water,recommended for chloripiriphos 2 ml  carbendazim 2 gram 1 litre of water,recommended for blast in ragi spray carbendazim 2 gmliter of water,Recommended for spray carbendazim  mancozeb 2 gram liter of water,recommended for spray carbendazim 1 gram  1 litre of water,0.40846
FingerMillet  (RagiMandika),blight,UTTAR PRADESH,No answer,No answer,No answer,No answer,No answer,0.464542
FingerMillet  (RagiMandika),wilt,KARNATAKA,No answer,No answer,No answer,No answer,No answer,0.415891
FingerMillet  (RagiMandika),leaf spot,KARNATAKA,RECOMMENDED TO SPRAY CARBENDAZIM 1 GRAM AND MANCOZEB  2 GRAMS PER LITRES OF WATER,ASKED FOR RAGI LEAF SPOT RECOMMENDED SPRAY 10 g Carbendazim 50 WPLT OF WATER,Recommended to spray SAAF  2glit of water to control leaf spot in ragi ,RAGI LEAF SPOT MANAGEMENT  SPRAY CARBENDIZIUM 1GML OF WATER,RAGI LEAF SPOT MANAGEMENT  SPRAY CARBENDIZIUM 1GML OF WATER,0.566077
Garden Pea,blight,MAHARASHTRA,Spray 191919 75 gram  microlla  30 ml   Tilt 20 ml15 Liter of Water(Propiconyazol 25EC)Syngenta,Spray Natio 6 gm15 Liter of Water (Tebuconyazol 50 Trifloxystrobin 25) BAYER CROP SCIENCE,SPRAY RIDOMIL GOLD 30 GM ( METALAXYL 4   MANCOZEB 64  ) 15 LITERS OF WATER SYNGENTA,Spray Score  8 ml15 Liter of Water(Difenconyazol 25EC)Syngenta,Spray Score  8 ml15 Liter of Water(Difenconyazol 25EC)Syngenta,0.43958
